name,founded_at,first_funding_at,last_funding_at
J.A.Y Vision Studios,4/1/14 12:00 AM,4/27/15 12:00 AM,4/27/15 12:00 AM
Repro,4/1/14 12:00 AM,4/22/15 12:00 AM,4/22/15 12:00 AM
PawnGuru.com,4/1/14 12:00 AM,4/1/15 12:00 AM,4/1/15 12:00 AM
Platformz LLC,4/1/14 12:00 AM,3/15/15 12:00 AM,3/15/15 12:00 AM
Fluent,4/1/14 12:00 AM,3/1/15 12:00 AM,3/1/15 12:00 AM
Pilot,4/1/14 12:00 AM,2/1/15 12:00 AM,10/1/15 12:00 AM
quip,4/1/14 12:00 AM,2/1/15 12:00 AM,2/1/15 12:00 AM
SimplyCircle,4/1/14 12:00 AM,2/1/15 12:00 AM,2/1/15 12:00 AM
BlueHawk Energy,4/1/14 12:00 AM,1/27/15 12:00 AM,1/27/15 12:00 AM
Cookunity,4/1/14 12:00 AM,1/20/15 12:00 AM,2/1/15 12:00 AM
Argo,4/1/14 12:00 AM,1/13/15 12:00 AM,1/13/15 12:00 AM
Haven Lock,4/1/14 12:00 AM,1/2/15 12:00 AM,1/2/15 12:00 AM
EclecticIQ,4/1/14 12:00 AM,12/10/14 12:00 AM,12/10/14 12:00 AM
saltyfeet media,4/1/14 12:00 AM,12/5/14 12:00 AM,12/5/14 12:00 AM
Tangiblee,4/1/14 12:00 AM,12/1/14 12:00 AM,12/1/14 12:00 AM
Garmentory,4/1/14 12:00 AM,11/14/14 12:00 AM,11/13/15 12:00 AM
GrowGeneration,4/1/14 12:00 AM,11/13/14 12:00 AM,8/6/15 12:00 AM
Carhood,4/1/14 12:00 AM,10/31/14 12:00 AM,10/31/14 12:00 AM
CLAY INDOOR SPORTS PLEX,4/1/14 12:00 AM,10/29/14 12:00 AM,10/29/14 12:00 AM
Students Refund,4/1/14 12:00 AM,10/29/14 12:00 AM,10/29/14 12:00 AM
Media360,4/1/14 12:00 AM,10/25/14 12:00 AM,10/25/14 12:00 AM
"metacog, Inc.",4/1/14 12:00 AM,9/24/14 12:00 AM,9/24/14 12:00 AM
OnnuriDMC Inc.,4/1/14 12:00 AM,9/23/14 12:00 AM,11/1/14 12:00 AM
QuotaDeck,4/1/14 12:00 AM,9/19/14 12:00 AM,9/19/14 12:00 AM
WriteWell,4/1/14 12:00 AM,9/16/14 12:00 AM,9/16/14 12:00 AM
Teleport,4/1/14 12:00 AM,9/8/14 12:00 AM,9/8/14 12:00 AM
Dream Kitchen,4/1/14 12:00 AM,9/3/14 12:00 AM,9/3/14 12:00 AM
Clover,4/1/14 12:00 AM,9/1/14 12:00 AM,7/23/15 12:00 AM
Wecash,4/1/14 12:00 AM,9/1/14 12:00 AM,3/4/15 12:00 AM
Restaro,4/1/14 12:00 AM,8/28/14 12:00 AM,8/28/14 12:00 AM
SeekPanda,4/1/14 12:00 AM,8/26/14 12:00 AM,4/15/15 12:00 AM
MunchQuick,4/1/14 12:00 AM,8/22/14 12:00 AM,8/22/14 12:00 AM
WHOA NELLY,4/1/14 12:00 AM,8/22/14 12:00 AM,8/22/14 12:00 AM
BeiBei,4/1/14 12:00 AM,8/15/14 12:00 AM,1/23/15 12:00 AM
Phoenix Labs,4/1/14 12:00 AM,8/1/14 12:00 AM,8/1/14 12:00 AM
Postcard & Tag,4/1/14 12:00 AM,8/1/14 12:00 AM,3/1/15 12:00 AM
Shellanoo Group,4/1/14 12:00 AM,8/1/14 12:00 AM,3/1/15 12:00 AM
Club Motor Estates of Richfield,4/1/14 12:00 AM,7/30/14 12:00 AM,7/30/14 12:00 AM
Localfu,4/1/14 12:00 AM,7/22/14 12:00 AM,7/22/14 12:00 AM
LiB,4/1/14 12:00 AM,7/17/14 12:00 AM,7/30/15 12:00 AM
Bayes Impact,4/1/14 12:00 AM,7/16/14 12:00 AM,7/16/14 12:00 AM
VocoMD,4/1/14 12:00 AM,7/15/14 12:00 AM,7/15/14 12:00 AM
Yo,4/1/14 12:00 AM,7/15/14 12:00 AM,7/15/14 12:00 AM
Bitspark,4/1/14 12:00 AM,7/1/14 12:00 AM,7/1/14 12:00 AM
Swyft,4/1/14 12:00 AM,7/1/14 12:00 AM,7/1/14 12:00 AM
Virtuous,4/1/14 12:00 AM,7/1/14 12:00 AM,6/10/15 12:00 AM
Castle,4/1/14 12:00 AM,6/30/14 12:00 AM,4/10/15 12:00 AM
ingrain.io,4/1/14 12:00 AM,6/19/14 12:00 AM,6/19/14 12:00 AM
Poplar Level Player's Plaza,4/1/14 12:00 AM,6/18/14 12:00 AM,6/18/14 12:00 AM
Wear,4/1/14 12:00 AM,6/18/14 12:00 AM,12/31/14 12:00 AM
Marley Spoon,4/1/14 12:00 AM,6/10/14 12:00 AM,4/22/15 12:00 AM
Cool Inc.ubator,4/1/14 12:00 AM,6/1/14 12:00 AM,6/1/14 12:00 AM
First Class EV Conversions,4/1/14 12:00 AM,6/1/14 12:00 AM,6/1/14 12:00 AM
HYPR Corp.,4/1/14 12:00 AM,6/1/14 12:00 AM,6/1/14 12:00 AM
LoveLab.com,4/1/14 12:00 AM,6/1/14 12:00 AM,2/6/15 12:00 AM
Metrilo,4/1/14 12:00 AM,6/1/14 12:00 AM,4/1/15 12:00 AM
seedtag,4/1/14 12:00 AM,6/1/14 12:00 AM,6/1/14 12:00 AM
Excalibur Real Estate Solutions,4/1/14 12:00 AM,5/27/14 12:00 AM,5/27/14 12:00 AM
NEUWAY Pharma,4/1/14 12:00 AM,5/27/14 12:00 AM,10/29/15 12:00 AM
Asclepius Farms,4/1/14 12:00 AM,5/18/14 12:00 AM,5/18/14 12:00 AM
General Specific,4/1/14 12:00 AM,5/15/14 12:00 AM,5/15/14 12:00 AM
Regional Event Marketing Partnership,4/1/14 12:00 AM,5/5/14 12:00 AM,5/5/14 12:00 AM
Beni,4/1/14 12:00 AM,5/2/14 12:00 AM,5/2/14 12:00 AM
FanBread,4/1/14 12:00 AM,5/1/14 12:00 AM,7/1/15 12:00 AM
Focus Opus Inc.,4/1/14 12:00 AM,5/1/14 12:00 AM,5/1/14 12:00 AM
Further,4/1/14 12:00 AM,5/1/14 12:00 AM,5/1/14 12:00 AM
Laundrapp,4/1/14 12:00 AM,5/1/14 12:00 AM,3/30/15 12:00 AM
"CarNinja, Inc",4/1/14 12:00 AM,4/18/14 12:00 AM,4/18/14 12:00 AM
Carolina Mountain Harvest,4/1/14 12:00 AM,4/16/14 12:00 AM,4/16/14 12:00 AM
Orderlord,4/1/14 12:00 AM,4/15/14 12:00 AM,9/16/14 12:00 AM
WhaGoO,4/1/14 12:00 AM,4/14/14 12:00 AM,3/16/15 12:00 AM
Darma Inc.,4/1/14 12:00 AM,4/10/14 12:00 AM,9/22/14 12:00 AM
CentralBOS,4/1/14 12:00 AM,4/2/14 12:00 AM,4/2/14 12:00 AM
"iWin - I Want It Now, LLC.",4/1/14 12:00 AM,4/2/14 12:00 AM,4/2/14 12:00 AM
Melius,4/1/14 12:00 AM,4/2/14 12:00 AM,4/2/14 12:00 AM
Balandras,4/1/14 12:00 AM,4/1/14 12:00 AM,4/1/14 12:00 AM
Curb Call,4/1/14 12:00 AM,4/1/14 12:00 AM,4/1/14 12:00 AM
FindTheRipple,4/1/14 12:00 AM,4/1/14 12:00 AM,1/1/15 12:00 AM
Haxi,4/1/14 12:00 AM,4/1/14 12:00 AM,4/1/14 12:00 AM
koshimbir.com - an online and in-store marketplace that connects retail and consumer merchandise,4/1/14 12:00 AM,4/1/14 12:00 AM,4/1/14 12:00 AM
KYA,4/1/14 12:00 AM,4/1/14 12:00 AM,4/1/14 12:00 AM
Maguru.dk,4/1/14 12:00 AM,4/1/14 12:00 AM,12/1/14 12:00 AM
Mopio,4/1/14 12:00 AM,4/1/14 12:00 AM,4/1/14 12:00 AM
Mowdo,4/1/14 12:00 AM,4/1/14 12:00 AM,9/19/15 12:00 AM
Nexgence,4/1/14 12:00 AM,4/1/14 12:00 AM,4/1/14 12:00 AM
ReaQta,4/1/14 12:00 AM,4/1/14 12:00 AM,4/1/14 12:00 AM
Tickets Cloud,4/1/14 12:00 AM,4/1/14 12:00 AM,1/10/15 12:00 AM
Velocity,4/1/14 12:00 AM,4/1/14 12:00 AM,9/22/15 12:00 AM
The Veteran Advantage,4/1/14 12:00 AM,3/17/14 12:00 AM,3/17/14 12:00 AM
TrunkBird,4/1/14 12:00 AM,3/14/14 12:00 AM,3/14/14 12:00 AM
Northern Defence & Security,4/1/14 12:00 AM,3/6/14 12:00 AM,3/6/14 12:00 AM
inHome,4/1/14 12:00 AM,3/1/14 12:00 AM,5/1/14 12:00 AM
Wagon,4/1/14 12:00 AM,3/1/14 12:00 AM,8/22/14 12:00 AM
JW Capital Group,4/1/14 12:00 AM,2/15/14 12:00 AM,2/15/14 12:00 AM
Bridestory,4/1/14 12:00 AM,11/17/13 12:00 AM,3/5/15 12:00 AM
AddressReport,4/1/14 12:00 AM,8/23/13 12:00 AM,8/23/13 12:00 AM
AbbeyPost,4/1/14 12:00 AM,7/30/13 12:00 AM,7/11/14 12:00 AM
VideoBurst,4/1/14 12:00 AM,1/22/13 12:00 AM,1/22/13 12:00 AM
QwikSense,4/1/14 12:00 AM,12/31/12 12:00 AM,5/15/15 12:00 AM
Truffls,4/1/14 12:00 AM,11/1/12 12:00 AM,5/1/14 12:00 AM
easyfolio,4/1/14 12:00 AM,4/1/09 12:00 AM,4/1/13 12:00 AM
Fintura,4/1/14 12:00 AM,4/20/07 12:00 AM,4/20/07 12:00 AM
99chairs,3/31/14 12:00 AM,2/24/15 12:00 AM,2/24/15 12:00 AM
NEWS JELLY,3/31/14 12:00 AM,12/1/14 12:00 AM,12/1/14 12:00 AM
Helpfulpeeps,3/31/14 12:00 AM,10/27/14 12:00 AM,10/27/14 12:00 AM
"IOTAS, Inc.",3/31/14 12:00 AM,10/15/14 12:00 AM,10/15/14 12:00 AM
HoloBuilder by bitstars,3/31/14 12:00 AM,9/15/14 12:00 AM,9/15/14 12:00 AM
Global Rockstar GmbH,3/31/14 12:00 AM,8/29/14 12:00 AM,3/23/15 12:00 AM
advocado,3/31/14 12:00 AM,5/1/14 12:00 AM,7/1/15 12:00 AM
Project Airplane,3/31/14 12:00 AM,5/1/14 12:00 AM,5/1/14 12:00 AM
Meiaoju,3/31/14 12:00 AM,3/23/14 12:00 AM,3/23/14 12:00 AM
Lab Sensor Solutions,3/30/14 12:00 AM,5/19/15 12:00 AM,7/31/15 12:00 AM
AppThis,3/30/14 12:00 AM,12/14/14 12:00 AM,12/14/14 12:00 AM
RegDesk,3/30/14 12:00 AM,10/24/14 12:00 AM,10/24/14 12:00 AM
Pycno,3/30/14 12:00 AM,6/1/14 12:00 AM,7/6/15 12:00 AM
Screen Fix Gibson,3/30/14 12:00 AM,4/1/14 12:00 AM,4/1/14 12:00 AM
The Royal Cellars,3/30/14 12:00 AM,2/26/14 12:00 AM,2/26/14 12:00 AM
Secret Media Inc.,3/28/14 12:00 AM,7/1/14 12:00 AM,7/1/14 12:00 AM
BrightLocker,3/28/14 12:00 AM,5/30/14 12:00 AM,5/15/15 12:00 AM
yeppt,3/28/14 12:00 AM,3/24/14 12:00 AM,3/24/14 12:00 AM
Raspberry,3/27/14 12:00 AM,3/1/15 12:00 AM,3/1/15 12:00 AM
Foyr,3/27/14 12:00 AM,2/19/15 12:00 AM,3/27/15 12:00 AM
TopBox,3/27/14 12:00 AM,11/1/14 12:00 AM,11/1/14 12:00 AM
Sentri,3/27/14 12:00 AM,8/12/14 12:00 AM,9/4/14 12:00 AM
SwingTime,3/27/14 12:00 AM,3/27/14 12:00 AM,3/27/14 12:00 AM
Carmichael & Co. USA,3/27/14 12:00 AM,3/6/14 12:00 AM,3/6/14 12:00 AM
Golfmiles Inc.,3/27/14 12:00 AM,6/30/13 12:00 AM,3/17/15 12:00 AM
Arctuition,3/26/14 12:00 AM,8/13/14 12:00 AM,8/13/14 12:00 AM
Gift Voucher Kiosk,3/26/14 12:00 AM,4/1/14 12:00 AM,4/1/14 12:00 AM
Preferred Networks,3/26/14 12:00 AM,2/3/11 12:00 AM,2/3/11 12:00 AM
IconPulse,3/25/14 12:00 AM,6/1/14 12:00 AM,6/1/14 12:00 AM
zoogaad,3/25/14 12:00 AM,5/10/14 12:00 AM,5/10/14 12:00 AM
Coinarch,3/25/14 12:00 AM,3/25/14 12:00 AM,12/15/14 12:00 AM
Dropstor,3/25/14 12:00 AM,3/21/14 12:00 AM,3/21/14 12:00 AM
FunBrush Ltd.,3/25/14 12:00 AM,2/23/14 12:00 AM,2/23/14 12:00 AM
Magi Metrics,3/24/14 12:00 AM,9/3/15 12:00 AM,9/3/15 12:00 AM
Pantomime Corporation,3/24/14 12:00 AM,10/31/14 12:00 AM,10/31/14 12:00 AM
WiActs,3/24/14 12:00 AM,9/30/14 12:00 AM,9/30/14 12:00 AM
Ebio,3/24/14 12:00 AM,9/24/14 12:00 AM,9/24/14 12:00 AM
Swift Endeavor,3/24/14 12:00 AM,9/14/14 12:00 AM,9/14/14 12:00 AM
DLC Distributors,3/24/14 12:00 AM,6/24/14 12:00 AM,6/24/14 12:00 AM
CineMallTec LLC,3/24/14 12:00 AM,6/21/14 12:00 AM,6/21/14 12:00 AM
Cheers App,3/24/14 12:00 AM,4/30/14 12:00 AM,4/30/14 12:00 AM
StoryRoll,3/24/14 12:00 AM,3/28/14 12:00 AM,3/28/14 12:00 AM
Related Noise Inc.,3/24/14 12:00 AM,3/24/14 12:00 AM,6/16/15 12:00 AM
GiftStarter,3/23/14 12:00 AM,7/31/14 12:00 AM,7/14/15 12:00 AM
INVERMART,3/23/14 12:00 AM,6/10/14 12:00 AM,6/10/14 12:00 AM
Rekure,3/23/14 12:00 AM,4/5/14 12:00 AM,4/5/14 12:00 AM
Avatech,3/21/14 12:00 AM,8/19/15 12:00 AM,8/19/15 12:00 AM
AgIC Inc.,3/21/14 12:00 AM,1/13/15 12:00 AM,1/13/15 12:00 AM
PoochPal,3/21/14 12:00 AM,8/31/14 12:00 AM,8/31/14 12:00 AM
KeyOwner,3/21/14 12:00 AM,3/21/14 12:00 AM,3/21/14 12:00 AM
Madeo Technologies Inc.,3/21/14 12:00 AM,3/21/14 12:00 AM,3/21/14 12:00 AM
Parafuzo.com,3/20/14 12:00 AM,3/31/15 12:00 AM,3/31/15 12:00 AM
Happiour,3/20/14 12:00 AM,2/26/15 12:00 AM,2/26/15 12:00 AM
Studypool,3/20/14 12:00 AM,11/1/14 12:00 AM,12/1/15 12:00 AM
Audaster,3/20/14 12:00 AM,9/18/14 12:00 AM,9/18/14 12:00 AM
Bastille,3/20/14 12:00 AM,9/10/14 12:00 AM,8/24/15 12:00 AM
Zipflip,3/20/14 12:00 AM,7/1/14 12:00 AM,7/1/14 12:00 AM
Lesson Prep,3/20/14 12:00 AM,4/1/14 12:00 AM,4/1/14 12:00 AM
hobbyDB,3/19/14 12:00 AM,6/14/15 12:00 AM,6/14/15 12:00 AM
Intelliber,3/19/14 12:00 AM,12/14/14 12:00 AM,12/14/14 12:00 AM
Kallfly Pte Ltd,3/19/14 12:00 AM,3/28/14 12:00 AM,7/7/14 12:00 AM
Downrange Enterprises,3/19/14 12:00 AM,3/19/14 12:00 AM,3/19/14 12:00 AM
Visage,3/18/14 12:00 AM,6/18/15 12:00 AM,6/18/15 12:00 AM
Smart Host,3/18/14 12:00 AM,3/19/15 12:00 AM,3/19/15 12:00 AM
Tiller Systems,3/18/14 12:00 AM,1/26/15 12:00 AM,1/26/15 12:00 AM
TrepScore Inc.,3/18/14 12:00 AM,10/27/14 12:00 AM,10/27/14 12:00 AM
eFuelDepot,3/18/14 12:00 AM,4/22/14 12:00 AM,4/22/14 12:00 AM
Alliance Commercial Realty,3/18/14 12:00 AM,3/8/14 12:00 AM,3/8/14 12:00 AM
CPUSH Ltd,3/18/14 12:00 AM,3/1/14 12:00 AM,12/1/14 12:00 AM
Qulsar,3/18/14 12:00 AM,3/1/14 12:00 AM,10/7/15 12:00 AM
Krak,3/18/14 12:00 AM,2/28/14 12:00 AM,9/4/14 12:00 AM
Cinema One,3/18/14 12:00 AM,3/20/13 12:00 AM,3/20/13 12:00 AM
BomTrip.com,3/18/14 12:00 AM,11/30/12 12:00 AM,11/30/12 12:00 AM
Ubiq,3/17/14 12:00 AM,6/7/15 12:00 AM,6/7/15 12:00 AM
Invacio,3/17/14 12:00 AM,5/11/15 12:00 AM,8/17/15 12:00 AM
OneRent,3/17/14 12:00 AM,12/1/14 12:00 AM,12/1/14 12:00 AM
DeliveryCheetah,3/17/14 12:00 AM,4/27/14 12:00 AM,4/27/14 12:00 AM
Seven Islands Holding Company Inc.,3/17/14 12:00 AM,4/14/14 12:00 AM,4/14/14 12:00 AM
RxSpeed,3/17/14 12:00 AM,4/1/14 12:00 AM,4/1/14 12:00 AM
LegUP,3/17/14 12:00 AM,3/17/14 12:00 AM,6/13/15 12:00 AM
Cloak,3/17/14 12:00 AM,3/1/14 12:00 AM,3/1/14 12:00 AM
Pointr,3/16/14 12:00 AM,11/11/13 12:00 AM,9/10/15 12:00 AM
SeatWish,3/15/14 12:00 AM,7/14/15 12:00 AM,7/14/15 12:00 AM
vOOrka,3/15/14 12:00 AM,3/15/15 12:00 AM,3/15/15 12:00 AM
BoomboxFM,3/15/14 12:00 AM,3/6/15 12:00 AM,3/6/15 12:00 AM
NeuCoin,3/15/14 12:00 AM,2/3/15 12:00 AM,2/3/15 12:00 AM
Lifelife,3/15/14 12:00 AM,9/19/14 12:00 AM,9/19/14 12:00 AM
Rabbler,3/15/14 12:00 AM,9/15/14 12:00 AM,9/15/14 12:00 AM
"SmartStay, Inc",3/15/14 12:00 AM,8/8/14 12:00 AM,8/8/14 12:00 AM
Red Stag Farms,3/15/14 12:00 AM,7/19/14 12:00 AM,7/19/14 12:00 AM
Denton Bio Fuels,3/15/14 12:00 AM,5/4/14 12:00 AM,5/4/14 12:00 AM
INNJOY Travel,3/15/14 12:00 AM,4/6/14 12:00 AM,4/6/14 12:00 AM
BoniO Inc.,3/15/14 12:00 AM,3/23/14 12:00 AM,4/30/15 12:00 AM
Bee There LLC,3/15/14 12:00 AM,3/15/14 12:00 AM,3/15/14 12:00 AM
Trippeo,3/15/14 12:00 AM,3/15/14 12:00 AM,3/15/14 12:00 AM
MyCordBank.com,3/15/14 12:00 AM,12/8/13 12:00 AM,12/8/13 12:00 AM
NHC Beauty Enterprises,3/15/14 12:00 AM,11/23/13 12:00 AM,11/23/13 12:00 AM
"Grsp (fka Reela, Inc.)",3/14/14 12:00 AM,6/8/15 12:00 AM,6/8/15 12:00 AM
Bakipa,3/14/14 12:00 AM,4/15/15 12:00 AM,4/15/15 12:00 AM
Clone Zone,3/14/14 12:00 AM,3/15/15 12:00 AM,3/15/15 12:00 AM
Pangea,3/14/14 12:00 AM,1/15/15 12:00 AM,1/15/15 12:00 AM
"LiveAnswer, Inc.",3/14/14 12:00 AM,1/1/15 12:00 AM,1/1/15 12:00 AM
Iris's Coffee and Tea Room,3/14/14 12:00 AM,6/6/14 12:00 AM,6/6/14 12:00 AM
LocalCustomer,3/14/14 12:00 AM,3/26/14 12:00 AM,3/26/14 12:00 AM
Expensas Online,3/14/14 12:00 AM,4/1/13 12:00 AM,4/1/15 12:00 AM
Nestigator.com,3/13/14 12:00 AM,4/26/15 12:00 AM,4/26/15 12:00 AM
iTechshark,3/13/14 12:00 AM,1/1/15 12:00 AM,1/1/15 12:00 AM
THE SUB SHOP,3/13/14 12:00 AM,12/15/14 12:00 AM,12/15/14 12:00 AM
Cycle Money,3/13/14 12:00 AM,6/1/14 12:00 AM,6/1/14 12:00 AM
Hobo Labs,3/13/14 12:00 AM,5/1/14 12:00 AM,9/2/14 12:00 AM
IZBERG Marketplace,3/12/14 12:00 AM,5/25/15 12:00 AM,5/25/15 12:00 AM
Transportila Inc.,3/12/14 12:00 AM,6/1/14 12:00 AM,6/1/14 12:00 AM
Donets Connecting,3/12/14 12:00 AM,3/25/14 12:00 AM,3/25/14 12:00 AM
codeSpark,3/11/14 12:00 AM,5/1/14 12:00 AM,7/1/15 12:00 AM
Coinzone,3/11/14 12:00 AM,2/25/14 12:00 AM,2/25/14 12:00 AM
Codementor,3/11/14 12:00 AM,8/5/13 12:00 AM,8/26/15 12:00 AM
Pick,3/10/14 12:00 AM,1/1/15 12:00 AM,1/1/15 12:00 AM
Avalon Auto Protection,3/10/14 12:00 AM,11/22/14 12:00 AM,11/22/14 12:00 AM
Bumpn,3/10/14 12:00 AM,6/21/14 12:00 AM,6/21/14 12:00 AM
Signal Sciences,3/10/14 12:00 AM,5/20/14 12:00 AM,5/20/14 12:00 AM
AnonymAsk,3/10/14 12:00 AM,4/22/14 12:00 AM,7/1/14 12:00 AM
BevSpot,3/10/14 12:00 AM,3/28/14 12:00 AM,6/30/15 12:00 AM
Jibbr,3/10/14 12:00 AM,3/26/14 12:00 AM,3/26/14 12:00 AM
Spodly,3/9/14 12:00 AM,8/1/14 12:00 AM,8/1/14 12:00 AM
Impraise,3/8/14 12:00 AM,7/16/14 12:00 AM,7/16/14 12:00 AM
Precision Golf Fitness Academy,3/8/14 12:00 AM,5/26/14 12:00 AM,5/26/14 12:00 AM
Archibald Optics,3/8/14 12:00 AM,12/10/12 12:00 AM,12/10/12 12:00 AM
Armour.io - OWN YOUR DATA,3/7/14 12:00 AM,10/1/14 12:00 AM,10/1/14 12:00 AM
LakeHawk Technologies,3/7/14 12:00 AM,8/1/14 12:00 AM,5/4/15 12:00 AM
Kuddle,3/7/14 12:00 AM,5/26/14 12:00 AM,11/10/15 12:00 AM
Spotahome,3/7/14 12:00 AM,5/1/14 12:00 AM,6/30/15 12:00 AM
PhotoSpotLand,3/7/14 12:00 AM,4/28/13 12:00 AM,8/7/15 12:00 AM
MyNewCar.in,3/6/14 12:00 AM,11/17/15 12:00 AM,11/17/15 12:00 AM
Tripangel,3/6/14 12:00 AM,8/4/15 12:00 AM,8/4/15 12:00 AM
True Float,3/6/14 12:00 AM,11/26/14 12:00 AM,11/26/14 12:00 AM
just.me 2014 Inc,3/6/14 12:00 AM,6/17/14 12:00 AM,6/17/14 12:00 AM
"Xitore, Inc.",3/6/14 12:00 AM,3/6/14 12:00 AM,7/24/15 12:00 AM
"Vultr Holdings, LLC",3/6/14 12:00 AM,2/20/14 12:00 AM,2/20/14 12:00 AM
CareToSave,3/6/14 12:00 AM,1/15/14 12:00 AM,1/15/14 12:00 AM
Musical Sneakers,3/6/14 12:00 AM,12/16/13 12:00 AM,12/16/13 12:00 AM
Foodie Shares,3/5/14 12:00 AM,1/1/15 12:00 AM,1/1/15 12:00 AM
VIDA,3/5/14 12:00 AM,11/12/14 12:00 AM,11/12/14 12:00 AM
Chain Networking,3/5/14 12:00 AM,11/10/14 12:00 AM,11/10/14 12:00 AM
LMI-Vet,3/5/14 12:00 AM,11/7/14 12:00 AM,11/7/14 12:00 AM
truedash,3/5/14 12:00 AM,9/5/14 12:00 AM,1/20/15 12:00 AM
Botlink,3/5/14 12:00 AM,5/1/14 12:00 AM,6/3/15 12:00 AM
Velotton,3/5/14 12:00 AM,5/1/14 12:00 AM,8/28/14 12:00 AM
KiiK,3/5/14 12:00 AM,3/10/14 12:00 AM,3/10/14 12:00 AM
Charmcastle Entertainment Ltd.,3/5/14 12:00 AM,9/22/13 12:00 AM,9/22/14 12:00 AM
"Outpost Games, Inc.",3/4/14 12:00 AM,7/23/15 12:00 AM,7/23/15 12:00 AM
Penrose Senior Care Auditors,3/4/14 12:00 AM,5/1/15 12:00 AM,7/15/15 12:00 AM
Jobbatical,3/4/14 12:00 AM,10/30/14 12:00 AM,9/1/15 12:00 AM
Mecasei.com,3/4/14 12:00 AM,9/10/14 12:00 AM,10/4/14 12:00 AM
SquareMarket,3/4/14 12:00 AM,7/1/14 12:00 AM,7/1/14 12:00 AM
Opportunity Network,3/4/14 12:00 AM,6/1/14 12:00 AM,6/1/14 12:00 AM
SafeStore,3/4/14 12:00 AM,6/1/14 12:00 AM,6/1/14 12:00 AM
Saint Cloud Arcade,3/4/14 12:00 AM,3/5/14 12:00 AM,3/5/14 12:00 AM
Buzz Lanes,3/4/14 12:00 AM,2/20/14 12:00 AM,2/20/14 12:00 AM
Maplace.co,3/3/14 12:00 AM,8/19/15 12:00 AM,9/20/15 12:00 AM
AiMarket,3/3/14 12:00 AM,1/1/15 12:00 AM,7/1/15 12:00 AM
FLEX,3/3/14 12:00 AM,1/1/15 12:00 AM,1/1/15 12:00 AM
Hyperconnect,3/3/14 12:00 AM,12/31/14 12:00 AM,11/17/15 12:00 AM
"Fit Body Club, Co.",3/3/14 12:00 AM,11/14/14 12:00 AM,11/14/14 12:00 AM
SBS Resources,3/3/14 12:00 AM,10/8/14 12:00 AM,10/8/14 12:00 AM
Lynxx Innovations,3/3/14 12:00 AM,4/11/14 12:00 AM,4/11/14 12:00 AM
seasonax GmbH,3/3/14 12:00 AM,3/10/14 12:00 AM,1/30/15 12:00 AM
Altitude Games,3/3/14 12:00 AM,3/6/14 12:00 AM,12/11/14 12:00 AM
K12 Solar Investment Fund,3/3/14 12:00 AM,2/13/14 12:00 AM,2/13/14 12:00 AM
Blizuu,3/3/14 12:00 AM,2/1/14 12:00 AM,2/1/14 12:00 AM
Truman James,3/3/14 12:00 AM,1/1/14 12:00 AM,1/1/14 12:00 AM
Solarity EnergÃ­a,3/2/14 12:00 AM,6/15/15 12:00 AM,6/15/15 12:00 AM
X2X Community,3/2/14 12:00 AM,4/1/15 12:00 AM,4/1/15 12:00 AM
Salmon Social,3/2/14 12:00 AM,5/31/14 12:00 AM,5/31/14 12:00 AM
Obeo Health,3/2/14 12:00 AM,3/31/14 12:00 AM,3/31/14 12:00 AM
Pocket Change Card,3/2/14 12:00 AM,3/2/14 12:00 AM,3/2/14 12:00 AM
Truelancer,3/1/14 12:00 AM,11/18/15 12:00 AM,11/18/15 12:00 AM
TruSTAR Technology,3/1/14 12:00 AM,11/16/15 12:00 AM,11/16/15 12:00 AM
FintecSystems,3/1/14 12:00 AM,11/4/15 12:00 AM,11/4/15 12:00 AM
Premonition,3/1/14 12:00 AM,11/4/15 12:00 AM,11/4/15 12:00 AM
Cognilyze,3/1/14 12:00 AM,11/1/15 12:00 AM,11/3/15 12:00 AM
Swish Analytics,3/1/14 12:00 AM,8/24/15 12:00 AM,8/24/15 12:00 AM
HempTech,3/1/14 12:00 AM,8/19/15 12:00 AM,8/19/15 12:00 AM
insightXM,3/1/14 12:00 AM,7/31/15 12:00 AM,7/31/15 12:00 AM
Double,3/1/14 12:00 AM,7/24/15 12:00 AM,7/24/15 12:00 AM
Blue Earth Diagnostics,3/1/14 12:00 AM,7/23/15 12:00 AM,7/23/15 12:00 AM
LiveFrom.Me,3/1/14 12:00 AM,7/15/15 12:00 AM,7/15/15 12:00 AM
Batch Inc,3/1/14 12:00 AM,7/10/15 12:00 AM,7/10/15 12:00 AM
SYNQ,3/1/14 12:00 AM,7/10/15 12:00 AM,11/26/15 12:00 AM
"SmashToast, Inc.",3/1/14 12:00 AM,6/18/15 12:00 AM,6/18/15 12:00 AM
F50,3/1/14 12:00 AM,6/15/15 12:00 AM,6/15/15 12:00 AM
PrimaHealth Credit,3/1/14 12:00 AM,6/9/15 12:00 AM,6/9/15 12:00 AM
VikingCars,3/1/14 12:00 AM,6/1/15 12:00 AM,6/1/15 12:00 AM
Riff Digital Inc.,3/1/14 12:00 AM,5/21/15 12:00 AM,5/21/15 12:00 AM
Authenteq,3/1/14 12:00 AM,5/16/15 12:00 AM,5/16/15 12:00 AM
SwipeLoyalty,3/1/14 12:00 AM,5/10/15 12:00 AM,5/10/15 12:00 AM
"Caeden, Inc.",3/1/14 12:00 AM,4/28/15 12:00 AM,4/28/15 12:00 AM
